Time,mean_precip,cumulative_precip
2005-09-18 00:00:00,0.0,0.0
2005-09-18 01:00:00,0.0,0.0
2005-09-18 02:00:00,0.0,0.0
2005-09-18 03:00:00,0.0,0.0
2005-09-18 04:00:00,0.0,0.0
2005-09-18 05:00:00,0.0,0.0
2005-09-18 06:00:00,0.0,0.0
2005-09-18 07:00:00,0.0,0.0
2005-09-18 08:00:00,0.0,0.0
2005-09-18 09:00:00,0.0,0.0
2005-09-18 10:00:00,0.0,0.0
2005-09-18 11:00:00,0.0,0.0
2005-09-18 12:00:00,0.0,0.0
2005-09-18 13:00:00,0.0,0.0
2005-09-18 14:00:00,0.0,0.0
2005-09-18 15:00:00,0.0,0.0
2005-09-18 16:00:00,0.0,0.0
2005-09-18 17:00:00,0.0,0.0
2005-09-18 18:00:00,0.0,0.0
2005-09-18 19:00:00,0.0,0.0
2005-09-18 20:00:00,0.0,0.0
2005-09-18 21:00:00,0.0,0.0
2005-09-18 22:00:00,0.0,0.0
2005-09-18 23:00:00,0.0,0.0
2005-09-19 00:00:00,0.0,0.0
2005-09-19 01:00:00,0.0,0.0
2005-09-19 02:00:00,0.0,0.0
2005-09-19 03:00:00,0.0,0.0
2005-09-19 04:00:00,0.0,0.0
2005-09-19 05:00:00,0.0,0.0
2005-09-19 06:00:00,0.0,0.0
2005-09-19 07:00:00,0.0,0.0
2005-09-19 08:00:00,0.0,0.0
2005-09-19 09:00:00,0.0,0.0
2005-09-19 10:00:00,0.0,0.0
2005-09-19 11:00:00,0.0,0.0
2005-09-19 12:00:00,0.0,0.0
2005-09-19 13:00:00,0.0,0.0
2005-09-19 14:00:00,0.0,0.0
2005-09-19 15:00:00,0.0,0.0
2005-09-19 16:00:00,0.0,0.0
2005-09-19 17:00:00,0.0,0.0
2005-09-19 18:00:00,0.0,0.0
2005-09-19 19:00:00,0.0,0.0
2005-09-19 20:00:00,0.0,0.0
2005-09-19 21:00:00,0.0,0.0
2005-09-19 22:00:00,0.0,0.0
2005-09-19 23:00:00,0.0,0.0
2005-09-20 00:00:00,0.0,0.0
2005-09-20 01:00:00,0.0,0.0
2005-09-20 02:00:00,0.0,0.0
2005-09-20 03:00:00,0.0,0.0
2005-09-20 04:00:00,0.0,0.0
2005-09-20 05:00:00,0.0,0.0
2005-09-20 06:00:00,0.0,0.0
2005-09-20 07:00:00,0.0,0.0
2005-09-20 08:00:00,0.0,0.0
2005-09-20 09:00:00,0.0,0.0
2005-09-20 10:00:00,0.0,0.0
2005-09-20 11:00:00,0.0,0.0
2005-09-20 12:00:00,0.0,0.0
2005-09-20 13:00:00,0.0,0.0
2005-09-20 14:00:00,0.0,0.0
2005-09-20 15:00:00,0.0,0.0
2005-09-20 16:00:00,0.0,0.0
2005-09-20 17:00:00,0.0,0.0
2005-09-20 18:00:00,0.0,0.0
2005-09-20 19:00:00,0.0,0.0
2005-09-20 20:00:00,0.0,0.0
2005-09-20 21:00:00,0.0,0.0
2005-09-20 22:00:00,0.0,0.0
2005-09-20 23:00:00,0.0,0.0
2005-09-21 00:00:00,0.0,0.0
2005-09-21 01:00:00,0.0,0.0
2005-09-21 02:00:00,0.0,0.0
2005-09-21 03:00:00,0.0,0.0
2005-09-21 04:00:00,0.0,0.0
2005-09-21 05:00:00,0.0,0.0
2005-09-21 06:00:00,0.0,0.0
2005-09-21 07:00:00,0.0,0.0
2005-09-21 08:00:00,0.0,0.0
2005-09-21 09:00:00,0.0,0.0
2005-09-21 10:00:00,0.0,0.0
2005-09-21 11:00:00,0.0,0.0
2005-09-21 12:00:00,0.0,0.0
2005-09-21 13:00:00,0.0,0.0
2005-09-21 14:00:00,0.0,0.0
2005-09-21 15:00:00,0.0,0.0
2005-09-21 16:00:00,0.0,0.0
2005-09-21 17:00:00,0.0,0.0
2005-09-21 18:00:00,0.0,0.0
2005-09-21 19:00:00,0.0,0.0
2005-09-21 20:00:00,0.0,0.0
2005-09-21 21:00:00,0.0,0.0
2005-09-21 22:00:00,0.0,0.0
2005-09-21 23:00:00,0.0,0.0
2005-09-22 00:00:00,0.0,0.0
2005-09-22 01:00:00,0.0,0.0
2005-09-22 02:00:00,0.0,0.0
2005-09-22 03:00:00,0.0,0.0
2005-09-22 04:00:00,0.0,0.0
2005-09-22 05:00:00,0.0,0.0
2005-09-22 06:00:00,0.0,0.0
2005-09-22 07:00:00,0.0,0.0
2005-09-22 08:00:00,0.0,0.0
2005-09-22 09:00:00,0.0,0.0
2005-09-22 10:00:00,0.0,0.0
2005-09-22 11:00:00,0.0,0.0
2005-09-22 12:00:00,0.0,0.0
2005-09-22 13:00:00,0.0,0.0
2005-09-22 14:00:00,0.0,0.0
2005-09-22 15:00:00,0.0,0.0
2005-09-22 16:00:00,0.0,0.0
2005-09-22 17:00:00,0.0,0.0
2005-09-22 18:00:00,0.0,0.0
2005-09-22 19:00:00,0.0,0.0
2005-09-22 20:00:00,0.0,0.0
2005-09-22 21:00:00,0.0,0.0
2005-09-22 22:00:00,0.0,0.0
2005-09-22 23:00:00,0.0,0.0
2005-09-23 00:00:00,0.0,0.0
2005-09-23 01:00:00,0.0,0.0
2005-09-23 02:00:00,0.0,0.0
2005-09-23 03:00:00,0.0,0.0
2005-09-23 04:00:00,0.0,0.0
2005-09-23 05:00:00,0.0,0.0
2005-09-23 06:00:00,0.0,0.0
2005-09-23 07:00:00,0.0,0.0
2005-09-23 08:00:00,0.0,0.0
2005-09-23 09:00:00,0.0,0.0
2005-09-23 10:00:00,0.0,0.0
2005-09-23 11:00:00,0.0,0.0
2005-09-23 12:00:00,0.0,0.0
2005-09-23 13:00:00,0.0,0.0
2005-09-23 14:00:00,0.0,0.0
2005-09-23 15:00:00,0.0,0.0
2005-09-23 16:00:00,0.0,0.0
2005-09-23 17:00:00,0.0005892123900303225,0.0005892123900303225
2005-09-23 18:00:00,0.0015801604913205517,0.0021693728813508744
2005-09-23 19:00:00,0.0,0.0021693728813508744
2005-09-23 20:00:00,0.0003749533575408313,0.0025443262388917054
2005-09-23 21:00:00,0.01454283266651387,0.017087158905405575
2005-09-23 22:00:00,0.04534257512514283,0.062429734030548405
2005-09-23 23:00:00,0.05932297998545121,0.12175271401599962
2005-09-24 00:00:00,0.1347153851775085,0.2564680991935081
2005-09-24 01:00:00,0.1724249911146099,0.428893090308118
2005-09-24 02:00:00,0.15640911439649102,0.585302204704609
2005-09-24 03:00:00,0.13527781947129439,0.7205800241759034
2005-09-24 04:00:00,0.16358679168078363,0.884166815856687
2005-09-24 05:00:00,0.2131609754497502,1.0973277913064372
2005-09-24 06:00:00,0.3462426321847098,1.443570423491147
2005-09-24 07:00:00,0.21321454988855895,1.656784973379706
2005-09-24 08:00:00,0.07949010368918075,1.7362750770688868
2005-09-24 09:00:00,0.22898937406994047,1.9652644511388273
2005-09-24 10:00:00,0.4310088384719122,2.3962732896107397
2005-09-24 11:00:00,0.2750014999285847,2.6712747895393245
2005-09-24 12:00:00,0.17446045648484004,2.8457352460241645
2005-09-24 13:00:00,0.051100789284219544,2.896836035308384
2005-09-24 14:00:00,0.06770586156520714,2.9645418968735915
2005-09-24 15:00:00,0.049172453328865724,3.013714350202457
2005-09-24 16:00:00,0.05059191969787182,3.064306269900329
2005-09-24 17:00:00,0.02418449135864673,3.0884907612589756
2005-09-24 18:00:00,0.007659761273131079,3.0961505225321067
2005-09-24 19:00:00,0.003749533575408313,3.099900056107515
2005-09-24 20:00:00,2.6782382228950255e-05,3.099926838489744
2005-09-24 21:00:00,0.0019818962025804584,3.101908734692324
2005-09-24 22:00:00,0.0034281449253056326,3.1053368796176297
2005-09-24 23:00:00,0.004901176407223656,3.1102380560248535
2005-09-25 00:00:00,0.007124114198749568,3.117362170223603
2005-09-25 01:00:00,0.0034281449253056326,3.1207903151489087
2005-09-25 02:00:00,0.0,3.1207903151489087
2005-09-25 03:00:00,0.0,3.1207903151489087
2005-09-25 04:00:00,5.356476445790051e-05,3.1208438799133664
2005-09-25 05:00:00,0.0,3.1208438799133664
2005-09-25 06:00:00,0.0,3.1208438799133664
2005-09-25 07:00:00,0.0,3.1208438799133664
2005-09-25 08:00:00,0.0,3.1208438799133664
2005-09-25 09:00:00,0.0,3.1208438799133664
2005-09-25 10:00:00,0.0,3.1208438799133664
2005-09-25 11:00:00,0.0,3.1208438799133664
2005-09-25 12:00:00,0.0,3.1208438799133664
2005-09-25 13:00:00,0.0,3.1208438799133664
2005-09-25 14:00:00,0.0,3.1208438799133664
2005-09-25 15:00:00,0.0,3.1208438799133664
2005-09-25 16:00:00,0.0,3.1208438799133664
2005-09-25 17:00:00,0.0,3.1208438799133664
2005-09-25 18:00:00,0.0,3.1208438799133664
2005-09-25 19:00:00,0.0,3.1208438799133664
2005-09-25 20:00:00,0.0,3.1208438799133664
2005-09-25 21:00:00,0.0,3.1208438799133664
2005-09-25 22:00:00,0.0,3.1208438799133664
2005-09-25 23:00:00,0.0,3.1208438799133664
2005-09-26 00:00:00,0.0,3.1208438799133664
2005-09-26 01:00:00,0.0,3.1208438799133664
2005-09-26 02:00:00,0.0,3.1208438799133664
2005-09-26 03:00:00,0.0,3.1208438799133664
2005-09-26 04:00:00,0.0,3.1208438799133664
2005-09-26 05:00:00,0.0,3.1208438799133664
2005-09-26 06:00:00,0.0,3.1208438799133664
2005-09-26 07:00:00,0.0,3.1208438799133664
2005-09-26 08:00:00,0.0,3.1208438799133664
2005-09-26 09:00:00,0.0,3.1208438799133664
2005-09-26 10:00:00,0.0,3.1208438799133664
2005-09-26 11:00:00,0.0,3.1208438799133664
2005-09-26 12:00:00,0.0,3.1208438799133664
2005-09-26 13:00:00,0.0,3.1208438799133664
2005-09-26 14:00:00,0.0,3.1208438799133664
2005-09-26 15:00:00,0.0,3.1208438799133664
2005-09-26 16:00:00,0.0,3.1208438799133664
2005-09-26 17:00:00,0.0,3.1208438799133664
2005-09-26 18:00:00,0.0,3.1208438799133664
2005-09-26 19:00:00,0.0,3.1208438799133664
2005-09-26 20:00:00,0.0,3.1208438799133664
2005-09-26 21:00:00,0.0,3.1208438799133664
2005-09-26 22:00:00,0.0,3.1208438799133664
2005-09-26 23:00:00,0.0,3.1208438799133664
2005-09-27 00:00:00,0.0,3.1208438799133664
2005-09-27 01:00:00,0.0,3.1208438799133664
2005-09-27 02:00:00,0.0,3.1208438799133664
2005-09-27 03:00:00,0.0,3.1208438799133664
2005-09-27 04:00:00,0.0,3.1208438799133664
2005-09-27 05:00:00,0.0,3.1208438799133664
2005-09-27 06:00:00,0.0,3.1208438799133664
2005-09-27 07:00:00,0.0,3.1208438799133664
2005-09-27 08:00:00,0.0,3.1208438799133664
2005-09-27 09:00:00,0.0,3.1208438799133664
2005-09-27 10:00:00,0.0,3.1208438799133664
2005-09-27 11:00:00,0.0,3.1208438799133664
2005-09-27 12:00:00,0.0,3.1208438799133664
2005-09-27 13:00:00,0.0,3.1208438799133664
2005-09-27 14:00:00,0.0,3.1208438799133664
2005-09-27 15:00:00,0.0,3.1208438799133664
2005-09-27 16:00:00,0.0,3.1208438799133664
2005-09-27 17:00:00,0.0,3.1208438799133664
2005-09-27 18:00:00,0.0,3.1208438799133664
2005-09-27 19:00:00,0.0,3.1208438799133664
2005-09-27 20:00:00,0.0,3.1208438799133664
2005-09-27 21:00:00,0.0,3.1208438799133664
2005-09-27 22:00:00,0.0,3.1208438799133664
2005-09-27 23:00:00,0.0,3.1208438799133664
2005-09-28 00:00:00,0.0,3.1208438799133664
2005-09-28 01:00:00,0.0,3.1208438799133664
2005-09-28 02:00:00,0.0,3.1208438799133664
2005-09-28 03:00:00,0.0,3.1208438799133664
2005-09-28 04:00:00,0.0,3.1208438799133664
2005-09-28 05:00:00,0.0,3.1208438799133664
2005-09-28 06:00:00,0.0,3.1208438799133664
2005-09-28 07:00:00,0.0,3.1208438799133664
2005-09-28 08:00:00,0.0,3.1208438799133664
2005-09-28 09:00:00,0.0,3.1208438799133664
2005-09-28 10:00:00,0.0,3.1208438799133664
2005-09-28 11:00:00,0.0,3.1208438799133664
2005-09-28 12:00:00,0.0,3.1208438799133664
2005-09-28 13:00:00,0.0,3.1208438799133664
2005-09-28 14:00:00,0.0,3.1208438799133664
2005-09-28 15:00:00,0.0,3.1208438799133664
2005-09-28 16:00:00,0.0,3.1208438799133664
2005-09-28 17:00:00,0.0,3.1208438799133664
2005-09-28 18:00:00,0.0,3.1208438799133664
2005-09-28 19:00:00,0.0,3.1208438799133664
2005-09-28 20:00:00,0.0,3.1208438799133664
2005-09-28 21:00:00,0.0,3.1208438799133664
2005-09-28 22:00:00,0.0,3.1208438799133664
2005-09-28 23:00:00,0.0,3.1208438799133664
2005-09-29 00:00:00,0.0,3.1208438799133664
2005-09-29 01:00:00,0.0,3.1208438799133664
2005-09-29 02:00:00,0.0,3.1208438799133664
2005-09-29 03:00:00,0.0,3.1208438799133664
2005-09-29 04:00:00,0.0,3.1208438799133664
2005-09-29 05:00:00,0.0,3.1208438799133664
2005-09-29 06:00:00,0.0,3.1208438799133664
2005-09-29 07:00:00,0.0,3.1208438799133664
2005-09-29 08:00:00,0.0,3.1208438799133664
2005-09-29 09:00:00,0.0,3.1208438799133664
2005-09-29 10:00:00,0.0,3.1208438799133664
2005-09-29 11:00:00,0.0,3.1208438799133664
2005-09-29 12:00:00,0.0,3.1208438799133664
2005-09-29 13:00:00,2.6782382228950255e-05,3.1208706622955953
2005-09-29 14:00:00,0.0002946062203572721,3.1211652685159526
2005-09-29 15:00:00,0.00018747667877041564,3.121352745194723
2005-09-29 16:00:00,0.0,3.121352745194723
2005-09-29 17:00:00,0.0,3.121352745194723
2005-09-29 18:00:00,0.0,3.121352745194723
2005-09-29 19:00:00,0.0,3.121352745194723
2005-09-29 20:00:00,0.0,3.121352745194723
2005-09-29 21:00:00,0.00024104143689278844,3.121593786631616
2005-09-29 22:00:00,0.000723124361362587,3.122316910992979
2005-09-29 23:00:00,0.0005088652781888741,3.122825776271168
2005-09-30 00:00:00,0.0,3.122825776271168
2005-09-30 01:00:00,5.356476445790051e-05,3.1228793410356257
2005-09-30 02:00:00,0.00018747667877041564,3.1230668177143963
2005-09-30 03:00:00,0.00010712952891580102,3.123173947243312
2005-09-30 04:00:00,0.00010712952891580102,3.123281076772228
2005-09-30 05:00:00,0.00010712952891580102,3.123388206301144
2005-09-30 06:00:00,2.6782382228950255e-05,3.123414988683373
2005-09-30 07:00:00,2.6782382228950255e-05,3.1234417710656017
2005-09-30 08:00:00,0.0,3.1234417710656017
2005-09-30 09:00:00,0.0,3.1234417710656017
2005-09-30 10:00:00,0.0,3.1234417710656017
2005-09-30 11:00:00,0.0,3.1234417710656017
2005-09-30 12:00:00,0.0,3.1234417710656017
2005-09-30 13:00:00,0.0,3.1234417710656017
2005-09-30 14:00:00,0.0,3.1234417710656017
2005-09-30 15:00:00,0.0,3.1234417710656017
2005-09-30 16:00:00,0.0,3.1234417710656017
2005-09-30 17:00:00,0.0,3.1234417710656017
2005-09-30 18:00:00,0.0,3.1234417710656017
2005-09-30 19:00:00,0.0,3.1234417710656017
2005-09-30 20:00:00,0.0,3.1234417710656017
2005-09-30 21:00:00,0.0,3.1234417710656017
2005-09-30 22:00:00,0.0,3.1234417710656017
2005-09-30 23:00:00,0.0,3.1234417710656017
2005-10-01 00:00:00,0.0,3.1234417710656017
2005-10-01 01:00:00,0.0,3.1234417710656017
2005-10-01 02:00:00,0.0,3.1234417710656017
2005-10-01 03:00:00,0.0,3.1234417710656017
2005-10-01 04:00:00,0.0,3.1234417710656017
2005-10-01 05:00:00,0.0,3.1234417710656017
2005-10-01 06:00:00,0.0,3.1234417710656017
2005-10-01 07:00:00,0.0,3.1234417710656017
2005-10-01 08:00:00,0.0,3.1234417710656017
2005-10-01 09:00:00,0.0,3.1234417710656017
2005-10-01 10:00:00,0.0,3.1234417710656017
2005-10-01 11:00:00,0.0,3.1234417710656017
2005-10-01 12:00:00,0.0,3.1234417710656017
2005-10-01 13:00:00,0.0,3.1234417710656017
2005-10-01 14:00:00,0.0,3.1234417710656017
2005-10-01 15:00:00,0.0,3.1234417710656017
2005-10-01 16:00:00,0.0,3.1234417710656017
2005-10-01 17:00:00,0.0,3.1234417710656017
2005-10-01 18:00:00,0.0,3.1234417710656017
2005-10-01 19:00:00,0.0,3.1234417710656017
2005-10-01 20:00:00,0.0,3.1234417710656017
2005-10-01 21:00:00,0.0,3.1234417710656017
2005-10-01 22:00:00,0.0003213885994184585,3.12376315966502
2005-10-01 23:00:00,0.0004820828737855769,3.1242452425388056
2005-10-02 00:00:00,0.0,3.1242452425388056
2005-10-02 01:00:00,0.0,3.1242452425388056
2005-10-02 02:00:00,0.00010712952891580102,3.1243523720677215
2005-10-02 03:00:00,0.0011248600726224938,3.125477232140344
2005-10-02 04:00:00,0.0022765024989640633,3.127753734639308
2005-10-02 05:00:00,0.006642031020858661,3.1343957656601664
2005-10-02 06:00:00,0.008034714225198136,3.1424304798853644
2005-10-02 07:00:00,0.004070921820037219,3.1465014017054016
2005-10-02 08:00:00,0.00324066804379833,3.1497420697492
2005-10-02 09:00:00,0.004713699525716353,3.154455769274916
2005-10-02 10:00:00,0.009534529277256556,3.163990298552173
2005-10-02 11:00:00,0.006213512550405905,3.1702038111025788
2005-10-02 12:00:00,0.002678238007487083,3.1728820491100658
2005-10-02 13:00:00,0.0002946062203572721,3.173176655330423
2005-10-02 14:00:00,0.0002946062203572721,3.1734712615507803
2005-10-02 15:00:00,0.0008302538776073326,3.174301515428388
2005-10-02 16:00:00,0.007686543626850154,3.181988059055238
2005-10-02 17:00:00,0.017167506574773464,3.1991555656300115
2005-10-02 18:00:00,0.0031067562752029525,3.202262321905214
2005-10-02 19:00:00,0.0010980777189034184,3.203360399624118
2005-10-02 20:00:00,0.004767264233154505,3.2081276638572724
2005-10-02 21:00:00,0.015426650339243363,3.223554314196516
2005-10-02 22:00:00,0.0005624300363112469,3.2241167442328273
2005-10-02 23:00:00,0.0002946062203572721,3.2244113504531846
2005-10-03 00:00:00,0.0002946062203572721,3.224705956673542
